DateTime,Junction,Vehicles,ID,Temperature (°C),Wind Speed (km/h),Precipitation (mm),Humidity (%),Is Holiday,IsWeekend,SyntheticCharge,DayOfWeek,HourOfDay,EstimatedFare,Distance_km
2015-11-06 01:00:00,1,18,20151106011,19.7,6.6,0.0,82,0,0,20.97,4,1,310.68,15
2015-11-06 02:00:00,1,19,20151106021,19.7,6.5,0.0,82,0,0,21.47,4,2,311.28,15
2015-11-06 03:00:00,1,14,20151106031,19.3,4.8,0.0,83,0,0,18.93,4,3,308.12,15
2015-11-06 04:00:00,1,12,20151106041,19.2,4.4,0.0,84,0,0,17.92,4,4,306.88,15
2015-11-06 05:00:00,1,13,20151106051,19.1,4.7,0.0,85,0,0,18.41,4,5,307.44,15
2015-11-06 06:00:00,1,14,20151106061,19.0,4.3,0.0,87,0,0,18.9,4,6,308.0,15
2015-11-06 07:00:00,1,14,20151106071,19.1,5.5,0.0,89,0,0,18.91,4,7,308.04,15
2015-11-06 08:00:00,1,13,20151106081,21.3,4.6,0.0,76,0,0,18.63,4,8,308.32,15
2015-11-06 09:00:00,1,20,20151106091,23.3,4.6,0.0,67,0,0,22.33,4,9,313.32,15
2015-11-06 10:00:00,1,22,20151106101,25.3,5.6,0.0,60,0,0,23.53,4,10,315.32,15
2015-11-06 11:00:00,1,26,20151106111,26.8,6.7,0.0,53,0,0,25.68,4,11,318.32,15
2015-11-06 12:00:00,1,26,20151106121,27.2,7.4,0.0,53,0,0,25.72,4,12,318.48,15
2015-11-06 13:00:00,1,21,20151106131,27.8,7.3,0.0,49,0,0,23.28,4,13,315.72,15
2015-11-06 14:00:00,1,23,20151106141,27.8,6.5,0.0,48,0,0,24.28,4,14,316.92,15
2015-11-06 15:00:00,1,23,20151106151,27.8,5.8,0.0,47,0,0,24.28,4,15,316.92,15
2015-11-06 16:00:00,1,19,20151106161,27.4,3.3,0.0,48,0,0,22.24,4,16,314.36,15
2015-11-06 17:00:00,1,19,20151106171,26.6,3.3,0.0,52,0,0,22.16,4,17,314.04,15
2015-11-06 18:00:00,1,20,20151106181,25.2,4.0,0.0,57,0,0,22.52,4,18,314.08,15
2015-11-06 19:00:00,1,24,20151106191,24.0,3.9,0.0,63,0,0,24.4,4,19,316.0,15
2015-11-06 20:00:00,1,18,20151106201,22.8,3.1,0.0,69,0,0,21.28,4,20,311.92,15
2015-11-06 21:00:00,1,19,20151106211,22.2,1.8,0.0,72,0,0,21.72,4,21,312.28,15
2015-11-06 22:00:00,1,16,20151106221,21.8,4.1,0.0,71,0,0,20.18,4,22,310.32,15
2015-11-06 23:00:00,1,17,20151106231,20.0,5.4,0.0,79,0,0,20.5,4,23,310.2,15
2015-11-07 00:00:00,1,16,20151107001,18.7,5.9,0.0,87,0,1,21.87,5,0,359.08,15
2015-11-07 01:00:00,1,16,20151107011,18.0,5.4,0.0,90,0,1,21.8,5,1,358.8,15
2015-11-07 02:00:00,1,10,20151107021,17.5,5.4,0.0,91,0,1,18.75,5,2,355.0,15
2015-11-07 03:00:00,1,9,20151107031,17.2,3.7,0.0,91,0,1,18.22,5,3,354.28,15
2015-11-07 04:00:00,1,8,20151107041,17.2,1.9,0.0,91,0,1,17.72,5,4,353.68,15
2015-11-07 05:00:00,1,7,20151107051,17.3,2.0,0.0,91,0,1,17.23,5,5,353.12,15
2015-11-07 06:00:00,1,9,20151107061,17.1,2.7,0.0,92,0,1,18.21,5,6,354.24,15
2015-11-07 07:00:00,1,8,20151107071,17.5,2.5,0.0,91,0,1,17.75,5,7,353.8,15
2015-11-07 08:00:00,1,12,20151107081,20.4,2.0,0.0,79,0,1,20.04,5,8,357.36,15
2015-11-07 09:00:00,1,13,20151107091,23.2,2.6,0.0,68,0,1,20.82,5,9,359.08,15
2015-11-07 10:00:00,1,17,20151107101,25.5,3.8,0.0,59,0,1,23.05,5,10,362.4,15
2015-11-07 11:00:00,1,14,20151107111,26.8,4.6,0.0,52,0,1,21.68,5,11,361.12,15
2015-11-07 12:00:00,1,14,20151107121,27.0,5.5,0.0,55,0,1,21.7,5,12,361.2,15
2015-11-07 13:00:00,1,14,20151107131,27.7,5.1,0.0,51,0,1,21.77,5,13,361.48,15
2015-11-07 14:00:00,1,14,20151107141,27.8,3.4,0.0,49,0,1,21.78,5,14,361.52,15
2015-11-07 15:00:00,1,11,20151107151,27.5,2.3,0.0,49,0,1,20.25,5,15,359.6,15
2015-11-07 16:00:00,1,15,20151107161,26.9,0.4,0.0,50,0,1,22.19,5,16,361.76,15
2015-11-07 17:00:00,1,13,20151107171,25.9,3.6,0.0,57,0,1,21.09,5,17,360.16,15
2015-11-07 18:00:00,1,12,20151107181,24.6,6.9,0.0,62,0,1,20.46,5,18,359.04,15
2015-11-07 19:00:00,1,17,20151107191,23.4,5.8,0.0,67,0,1,22.84,5,19,361.56,15
2015-11-07 20:00:00,1,18,20151107201,22.7,6.4,0.0,70,0,1,23.27,5,20,361.88,15
2015-11-07 21:00:00,1,17,20151107211,22.0,7.2,0.0,74,0,1,22.7,5,21,361.0,15
2015-11-07 22:00:00,1,16,20151107221,21.4,7.2,0.0,76,0,1,22.14,5,22,360.16,15
2015-11-07 23:00:00,1,15,20151107231,20.7,7.2,0.0,79,0,1,21.57,5,23,359.28,15
2015-11-08 00:00:00,1,13,20151108001,20.4,7.2,0.0,84,0,1,20.54,6,0,357.96,15
2015-11-08 01:00:00,1,16,20151108011,20.2,6.5,0.0,86,0,1,22.02,6,1,359.68,15
2015-11-08 02:00:00,1,11,20151108021,19.7,5.5,0.0,88,0,1,19.47,6,2,356.48,15
2015-11-08 03:00:00,1,8,20151108031,19.1,5.0,0.0,91,0,1,17.91,6,3,354.44,15
2015-11-08 04:00:00,1,10,20151108041,18.6,4.9,0.0,92,0,1,18.86,6,4,355.44,15
2015-11-08 05:00:00,1,10,20151108051,18.3,5.4,0.0,93,0,1,18.83,6,5,355.32,15
2015-11-08 06:00:00,1,10,20151108061,17.9,4.8,0.0,94,0,1,18.79,6,6,355.16,15
2015-11-08 07:00:00,1,9,20151108071,18.5,5.4,0.0,92,0,1,18.35,6,7,354.8,15
2015-11-08 08:00:00,1,11,20151108081,21.3,3.2,0.0,79,0,1,19.63,6,8,357.12,15
2015-11-08 09:00:00,1,12,20151108091,23.8,3.9,0.0,67,0,1,20.38,6,9,358.72,15
2015-11-08 10:00:00,1,18,20151108101,25.8,4.8,0.0,59,0,1,23.58,6,10,363.12,15
2015-11-08 11:00:00,1,14,20151108111,27.1,5.0,0.0,54,0,1,21.71,6,11,361.24,15
2015-11-08 12:00:00,1,17,20151108121,27.2,5.4,0.0,55,0,1,23.22,6,12,363.08,15
2015-11-08 13:00:00,1,14,20151108131,27.5,6.2,0.0,53,0,1,21.75,6,13,361.4,15
2015-11-08 14:00:00,1,14,20151108141,27.9,7.6,0.0,51,0,1,21.79,6,14,361.56,15
2015-11-08 15:00:00,1,14,20151108151,27.3,8.2,0.0,53,0,1,21.73,6,15,361.32,15
2015-11-08 16:00:00,1,12,20151108161,26.6,9.7,0.0,56,0,1,20.66,6,16,359.84,15
2015-11-08 17:00:00,1,14,20151108171,25.1,7.9,0.0,63,0,1,21.51,6,17,360.44,15
2015-11-08 18:00:00,1,18,20151108181,23.8,7.9,0.0,68,0,1,23.38,6,18,362.32,15
2015-11-08 19:00:00,1,13,20151108191,22.8,6.9,0.0,72,0,1,20.78,6,19,358.92,15
2015-11-08 20:00:00,1,16,20151108201,22.0,6.6,0.0,76,0,1,22.2,6,20,360.4,15
2015-11-08 21:00:00,1,18,20151108211,21.4,6.6,0.0,79,0,1,23.14,6,21,361.36,15
2015-11-08 22:00:00,1,14,20151108221,20.6,6.2,0.0,83,0,1,21.06,6,22,358.64,15
2015-11-08 23:00:00,1,14,20151108231,20.0,5.8,0.0,86,0,1,21.0,6,23,358.4,15
2015-11-09 00:00:00,1,13,20151109001,19.5,6.3,0.0,89,0,0,18.45,0,0,307.6,15
2015-11-09 01:00:00,1,15,20151109011,19.1,6.7,0.0,90,0,0,19.41,0,1,308.64,15
2015-11-09 02:00:00,1,11,20151109021,18.8,6.9,0.0,92,0,0,17.38,0,2,306.12,15
2015-11-09 03:00:00,1,10,20151109031,18.5,6.5,0.0,92,0,0,16.85,0,3,305.4,15
2015-11-09 04:00:00,1,9,20151109041,18.0,5.6,0.0,94,0,0,16.3,0,4,304.6,15
2015-11-09 05:00:00,1,8,20151109051,17.7,5.8,0.0,95,0,0,15.77,0,5,303.88,15
2015-11-09 06:00:00,1,8,20151109061,17.3,5.7,0.0,96,0,0,15.73,0,6,303.72,15
2015-11-09 07:00:00,1,10,20151109071,18.2,4.0,0.0,93,0,0,16.82,0,7,305.28,15
2015-11-09 08:00:00,1,11,20151109081,21.3,2.9,0.0,78,0,0,17.63,0,8,307.12,15
2015-11-09 09:00:00,1,17,20151109091,24.2,4.1,0.0,63,0,0,20.92,0,9,311.88,15
2015-11-09 10:00:00,1,19,20151109101,26.1,5.4,0.0,54,0,0,22.11,0,10,313.84,15
2015-11-09 11:00:00,1,22,20151109111,27.3,4.7,0.0,49,0,0,23.73,0,11,316.12,15
2015-11-09 12:00:00,1,23,20151109121,27.8,4.1,0.0,49,0,0,24.28,0,12,316.92,15
2015-11-09 13:00:00,1,23,20151109131,28.2,4.1,0.0,47,0,0,24.32,0,13,317.08,15
2015-11-09 14:00:00,1,24,20151109141,28.3,4.9,0.0,46,0,0,24.83,0,14,317.72,15
2015-11-09 15:00:00,1,24,20151109151,28.3,6.3,0.0,45,0,0,24.83,0,15,317.72,15
2015-11-09 16:00:00,1,19,20151109161,27.8,3.7,0.0,46,0,0,22.28,0,16,314.52,15
2015-11-09 17:00:00,1,19,20151109171,26.5,6.8,0.0,52,0,0,22.15,0,17,314.0,15
2015-11-09 18:00:00,1,20,20151109181,25.0,8.4,0.0,57,0,0,22.5,0,18,314.0,15
2015-11-09 19:00:00,1,31,20151109191,24.0,7.1,0.0,60,0,0,27.9,0,19,320.2,15
2015-11-09 20:00:00,1,25,20151109201,23.1,7.6,0.0,64,0,0,24.81,0,20,316.24,15
2015-11-09 21:00:00,1,35,20151109211,22.1,7.6,0.0,68,0,0,29.71,0,21,321.84,15
2015-11-09 22:00:00,1,21,20151109221,21.3,7.6,0.0,72,0,0,22.63,0,22,313.12,15
2015-11-09 23:00:00,1,24,20151109231,20.6,6.6,0.0,76,0,0,24.06,0,23,314.64,15
2015-11-10 00:00:00,1,19,20151110001,20.0,6.1,0.0,80,0,0,21.5,1,0,311.4,15
2015-11-10 01:00:00,1,19,20151110011,19.3,5.8,0.0,83,0,0,21.43,1,1,311.12,15
2015-11-10 02:00:00,1,18,20151110021,18.8,6.5,0.0,85,0,0,20.88,1,2,310.32,15
2015-11-10 03:00:00,1,17,20151110031,18.5,6.2,0.0,86,0,0,20.35,1,3,309.6,15
2015-11-10 04:00:00,1,12,20151110041,18.1,6.4,0.0,88,0,0,17.81,1,4,306.44,15
2015-11-10 05:00:00,1,10,20151110051,17.6,5.9,0.0,91,0,0,16.76,1,5,305.04,15
2015-11-10 06:00:00,1,14,20151110061,17.3,5.8,0.0,92,0,0,18.73,1,6,307.32,15
2015-11-10 07:00:00,1,15,20151110071,17.9,7.6,0.0,91,0,0,19.29,1,7,308.16,15
2015-11-10 08:00:00,1,14,20151110081,21.1,5.9,0.0,74,0,0,19.11,1,8,308.84,15
2015-11-10 09:00:00,1,34,20151110091,23.7,5.7,0.0,62,0,0,29.37,1,9,321.88,15
2015-11-10 10:00:00,1,40,20151110101,25.8,5.8,0.0,53,0,0,32.58,1,10,326.32,15
2015-11-10 11:00:00,1,38,20151110111,27.3,5.0,0.0,47,0,0,31.73,1,11,325.72,15
2015-11-10 12:00:00,1,36,20151110121,28.2,6.5,0.0,47,0,0,30.82,1,12,324.88,15
2015-11-10 13:00:00,1,27,20151110131,28.6,7.3,0.0,45,0,0,26.36,1,13,319.64,15
2015-11-10 14:00:00,1,48,20151110141,28.8,6.8,0.0,44,0,0,36.88,1,14,332.32,15
2015-11-10 15:00:00,1,43,20151110151,28.0,9.5,1.4,45,0,0,35.98,1,15,330.68,15
2015-11-10 16:00:00,1,41,20151110161,26.1,7.7,0.3,52,0,0,33.47,1,16,327.4,15
2015-11-10 17:00:00,1,35,20151110171,24.7,6.1,0.0,59,0,0,29.97,1,17,322.88,15
2015-11-10 18:00:00,1,40,20151110181,23.5,5.1,0.0,63,0,0,32.35,1,18,325.4,15
2015-11-10 19:00:00,1,40,20151110191,22.9,4.2,0.0,62,0,0,32.29,1,19,325.16,15
2015-11-10 20:00:00,1,40,20151110201,22.1,7.2,0.0,60,0,0,32.21,1,20,324.84,15
2015-11-10 21:00:00,1,36,20151110211,21.3,7.4,0.0,59,0,0,30.13,1,21,322.12,15
2015-11-10 22:00:00,1,37,20151110221,20.7,7.6,0.0,57,0,0,30.57,1,22,322.48,15
2015-11-10 23:00:00,1,35,20151110231,19.8,7.6,0.0,59,0,0,29.48,1,23,320.92,15
2015-11-11 00:00:00,1,28,20151111001,19.3,7.3,0.0,65,1,0,30.93,2,0,391.52,15
2015-11-11 01:00:00,1,25,20151111011,18.8,7.3,0.0,64,1,0,29.38,2,1,389.52,15
2015-11-11 02:00:00,1,19,20151111021,18.2,7.6,0.0,65,1,0,26.32,2,2,385.68,15
2015-11-11 03:00:00,1,21,20151111031,17.7,8.0,0.0,67,1,0,27.27,2,3,386.68,15
2015-11-11 04:00:00,1,20,20151111041,17.4,8.9,0.0,69,1,0,26.74,2,4,385.96,15
2015-11-11 05:00:00,1,15,20151111051,17.1,9.7,0.0,71,1,0,24.21,2,5,382.84,15
2015-11-11 06:00:00,1,17,20151111061,16.8,9.7,0.0,74,1,0,25.18,2,6,383.92,15
2015-11-11 07:00:00,1,14,20151111071,17.2,11.0,0.0,76,1,0,23.72,2,7,382.28,15
2015-11-11 08:00:00,1,19,20151111081,20.1,10.6,0.0,65,1,0,26.51,2,8,386.44,15
2015-11-11 09:00:00,1,22,20151111091,22.8,11.1,0.0,57,1,0,28.28,2,9,389.32,15
2015-11-11 10:00:00,1,30,20151111101,25.1,12.0,0.0,49,1,0,32.51,2,10,395.04,15
2015-11-11 11:00:00,1,26,20151111111,26.7,13.0,0.0,44,1,0,30.67,2,11,393.28,15
2015-11-11 12:00:00,1,26,20151111121,27.4,14.3,0.0,41,1,0,30.74,2,12,393.56,15
2015-11-11 13:00:00,1,23,20151111131,28.1,15.9,0.0,38,1,0,29.31,2,13,392.04,15
2015-11-11 14:00:00,1,23,20151111141,28.4,16.6,0.0,35,1,0,29.34,2,14,392.16,15
